Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
31,14579055;1;49,0466;0,02852;43,451;44,85;46,249;47,648;49,047;50,445;51,844;53,243;54,642
31,17864476;1;49,0497;0,02852;43,454;44,853;46,252;47,651;49,05;50,449;51,847;53,246;54,645
31,21149897;1;49,0528;0,02852;43,457;44,856;46,255;47,654;49,053;50,452;51,851;53,25;54,649
31,24435318;1;49,0559;0,02852;43,46;44,859;46,258;47,657;49,056;50,455;51,854;53,253;54,652
31,27720739;1;49,059;0,02852;43,462;44,862;46,261;47,66;49,059;50,458;51,857;53,256;54,656
31,3100616;1;49,0621;0,02852;43,465;44,864;46,264;47,663;49,062;50,461;51,861;53,26;54,659
31,34291581;1;49,0652;0,02852;43,468;44,867;46,267;47,666;49,065;50,465;51,864;53,263;54,663
31,37577002;1;49,0683;0,02852;43,471;44,87;46,269;47,669;49,068;50,468;51,867;53,267;54,666
31,40862423;1;49,0714;0,02853;43,471;44,871;46,271;47,671;49,071;50,471;51,871;53,271;54,671
31,44147844;1;49,0744;0,02853;43,474;44,874;46,274;47,674;49,074;50,474;51,875;53,275;54,675
31,47433265;1;49,0775;0,02853;43,477;44,877;46,277;47,677;49,078;50,478;51,878;53,278;54,678
31,50718686;1;49,0806;0,02853;43,48;44,88;46,28;47,68;49,081;50,481;51,881;53,281;54,682
31,54004107;1;49,0836;0,02853;43,482;44,883;46,283;47,683;49,084;50,484;51,884;53,285;54,685
31,57289528;1;49,0867;0,02853;43,485;44,885;46,286;47,686;49,087;50,487;51,888;53,288;54,688
31,60574949;1;49,0898;0,02853;43,488;44,888;46,289;47,689;49,09;50,49;51,891;53,291;54,692
31,6386037;1;49,0928;0,02854;43,488;44,889;46,291;47,692;49,093;50,494;51,895;53,296;54,697
31,67145791;1;49,0958;0,02854;43,491;44,892;46,293;47,695;49,096;50,497;51,898;53,299;54,701
31,70431211;1;49,0989;0,02854;43,494;44,895;46,296;47,698;49,099;50,5;51,901;53,303;54,704
31,73716632;1;49,1019;0,02854;43,496;44,898;46,299;47,701;49,102;50,503;51,905;53,306;54,707
31,77002053;1;49,1049;0,02854;43,499;44,901;46,302;47,703;49,105;50,506;51,908;53,309;54,711
31,80287474;1;49,108;0,02854;43,502;44,903;46,305;47,706;49,108;50,51;51,911;53,313;54,714
