Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
6.965092402;-0.103;7.6309;0.12179;4.663;5.331;5.999;6.761;7.631;8.626;9.766;11.074;12.383
6.997946612;-0.1039;7.6416;0.12178;4.67;5.339;6.008;6.771;7.642;8.638;9.78;11.09;12.401
7.030800821;-0.1047;7.6522;0.12178;4.677;5.347;6.016;6.78;7.652;8.65;9.793;11.106;12.419
7.063655031;-0.1056;7.6628;0.12178;4.684;5.354;6.025;6.789;7.663;8.662;9.807;11.122;12.437
7.09650924;-0.1065;7.6733;0.12177;4.691;5.362;6.033;6.799;7.673;8.674;9.821;11.138;12.455
7.12936345;-0.1073;7.6838;0.12177;4.698;5.37;6.042;6.808;7.684;8.686;9.834;11.154;12.473
7.162217659;-0.1082;7.6943;0.12177;4.705;5.377;6.05;6.818;7.694;8.698;9.848;11.17;12.491
7.195071869;-0.109;7.7047;0.12177;4.711;5.385;6.059;6.827;7.705;8.71;9.862;11.185;12.509
7.227926078;-0.1099;7.7151;0.12177;4.718;5.393;6.067;6.836;7.715;8.721;9.875;11.201;12.527
7.260780287;-0.1107;7.7254;0.12177;4.725;5.4;6.075;6.845;7.725;8.733;9.889;11.217;12.545
7.293634497;-0.1116;7.7357;0.12177;4.732;5.407;6.083;6.854;7.736;8.745;9.902;11.232;12.563
7.326488706;-0.1124;7.746;0.12176;4.739;5.415;6.092;6.864;7.746;8.756;9.915;11.248;12.58
7.359342916;-0.1132;7.7562;0.12176;4.745;5.423;6.1;6.873;7.756;8.768;9.929;11.263;12.598
7.392197125;-0.1141;7.7664;0.12176;4.752;5.43;6.108;6.882;7.766;8.78;9.942;11.279;12.615
7.425051335;-0.1149;7.7766;0.12176;4.759;5.437;6.116;6.891;7.777;8.791;9.955;11.294;12.633
7.457905544;-0.1157;7.7867;0.12177;4.765;5.445;6.124;6.9;7.787;8.803;9.969;11.31;12.651
7.490759754;-0.1165;7.7968;0.12177;4.772;5.452;6.132;6.909;7.797;8.814;9.982;11.325;12.668
7.523613963;-0.1173;7.8068;0.12177;4.778;5.459;6.14;6.918;7.807;8.825;9.995;11.34;12.686
7.556468172;-0.1181;7.8169;0.12177;4.785;5.467;6.148;6.927;7.817;8.837;10.008;11.356;12.703
7.589322382;-0.119;7.8268;0.12177;4.791;5.474;6.156;6.936;7.827;8.848;10.021;11.371;12.72
7.622176591;-0.1198;7.8368;0.12177;4.798;5.481;6.164;6.944;7.837;8.86;10.034;11.386;12.738
7.655030801;-0.1206;7.8467;0.12177;4.804;5.488;6.172;6.953;7.847;8.871;10.047;11.401;12.755
7.68788501;-0.1214;7.8566;0.12178;4.81;5.495;6.18;6.962;7.857;8.882;10.06;11.416;12.772
7.72073922;-0.1222;7.8664;0.12178;4.817;5.502;6.188;6.971;7.866;8.893;10.073;11.431;12.789
7.753593429;-0.1229;7.8762;0.12178;4.823;5.509;6.196;6.979;7.876;8.904;10.086;11.446;12.806
7.786447639;-0.1237;7.886;0.12178;4.83;5.517;6.204;6.988;7.886;8.916;10.099;11.461;12.823
